0,0.24,0.42
1,0.18,0.42
2,0.12,0.42
3,0.06,0.42
4,0,0.42
5,0.24,0.36
6,0.18,0.36
7,0.12,0.36
8,0.06,0.36
9,0,0.36
10,0.24,0.3
11,0.18,0.3
12,0.12,0.3
13,0.06,0.3
14,0,0.3
15,0.24,0.48
16,0.18,0.48
17,0.12,0.48
18,0.06,0.48
19,0,0.48
